set	topic	title	good	bad	doc1	doc1keys1	doc1keys2	doc1keys	doc2	doc2keys1	doc2keys2	doc2keys	doc3	doc3keys1	doc3keys2	doc3keys	doc4	doc4keys1	doc4keys2	doc4keys	doc5	doc5keys1	doc5keys2	doc5keys
53	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0003-44-13685	"emedtv, pestis, plague, health, yersinia"	"physician, 20062008, specific, germs, privacy"	1	clueweb09-en0001-29-02064	"emedtv, yersinia, enterocolitica, diarrhea, symptoms"	"print, situation, specific, physician, policy"	1	clueweb09-en0002-75-08165	"contact, disclaimer, positivenitrate, anta, addition"	"strains, days, china, yersinia, pestis"	2	clueweb09-en0001-29-02065	"written, referring, click, kind, germs"	"yersinia, enterocolitica, articles, emedtv, diarrhea"	2	clueweb09-en0002-75-08167	"b42003004, pestis, yersinia, jcvi, msc"	"aayu01000069, assembly, disclaimer, mar, craig"	1
54	20694	"information about Squamous Cell Carcinomas."	"pages that describe the causes of the disease, symptoms, treatments, other types of carcinoma, etc."	"pages that only mention the disease or provide photographs."	clueweb09-en0006-66-24208	"nonmelanoma, therapy, photodynamic, arbeitsmaterialien, agings"	"search, carcinoma, squamous, pedoia, cell"	2	clueweb09-enwp01-85-06118	"ais, nonprofit, taxdeductible, privacy, documentation"	"edit, cell, carcinoma, cancer, squamous"	2	clueweb09-enwp02-03-04322	"policy, modified, charity, disclaimers, nederlands"	"edit, scc, cell, squamous, carcinoma"	2	clueweb09-enwp02-06-09423	"cell, skin, squamous, tumor, carcinoma"	"nederlands, gnu, terms, disclaimers, nonprofit"	1	clueweb09-enwp03-19-15603	"polski, charity, privacy, 501, languages"	"cell, squamous, skin, cancer, carcinoma"	2
55	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0003-51-19597	"french, english, german, italian, translate"	"execution, lexicool, pc, wordzone, hard"	1	clueweb09-en0003-51-19611	"003731894493103, dynbabelfish, specialists, fax, newspaper"	"language, italian, english, translate, german"	2	clueweb09-en0003-51-19631	"french, free, language, translater, english"	"1251, international, tailormade, ialog, 2003"	1	clueweb09-en0003-51-19695	"french, translation, german, services, english"	"european, modilinguacom, british, comprehensive, control"	1	clueweb09-en0004-33-40779	"english, spanish, translation, text, languages"	"99, romo, speak, website, learn"	1
56	20812	"the Free Email Directory."	"the Free Email Directory homepage."	"other pages."	clueweb09-en0008-81-15380	"calendar, lawyercom, legal, consumer, group"	"direct, inam, ecom, email, marketing"	2	clueweb09-en0011-58-19025	"marketing, free, yahoo, email, address"	"design, 2008, animals, model, desert"	1	clueweb09-en0008-81-15438	"tours, restaurant, 2008, calendarcom, lawyercom"	"email, address, free, search, services"	2	clueweb09-en0008-86-24671	"isdn, argento, marketing, libri, ischia"	"email, elettronica, address, lists, directory"	2	clueweb09-en0009-20-23550	"elettronica, directory, posta, search, email"	"vacanze, vietata, diritti, parziale, generata"	1
57	20972	"information about the Vice President's Residence."	"pages that describe where it is, size, number of rooms, decoration, allowed residents, entertainment, etc."	"pages about the Vice President but not his residence."	clueweb09-en0004-27-02241	"quandary, triumph, big, york, survivor"	"cheney, residence, biden, wife, vice"	2	clueweb09-en0005-88-11228	"1884, barred, 10, links, 42"	"vice, election, office, senate, president"	2	clueweb09-en0008-43-33889	"los, interested, online, 3103382700, contact"	"association, programs, president, resident, rha"	2	clueweb09-en0009-87-11968	"chris, keith, cochron, business, drapcho"	"operating, president, engineering, vice, senior"	2	clueweb09-en0011-77-10789	"matthew, bandyopadhyay, hohl, camerlo, mccracken"	"bank, st, vice, assistant, president"	2
60	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0001-46-32609	"repeat, articles, full, abstract, text"	"abrams, souza, chem, shortsequence, takita"	1	clueweb09-en0002-75-08170	"pestis, yersinia, f1991016, orientalis, jcvi"	"23, craig, 404214, privacy, 2774"	1	clueweb09-en0001-61-18875	"privacy, doubleclick, place, consultation, informational"	"yersin, enterocolitica, dictionary, pseudotuberculosis, yersinia"	2	clueweb09-en0005-66-12570	"pseudotuberculosis, lists, strain, yersinia, subsp"	"am182404, republished, mouth, disclaimers, webpage"	1	clueweb09-en0002-00-11043	"full, enterocolitica, abstract, secretion, text"	"pradetbalade, 36653672, cyclic, amp, 277"	1
61	20686	"jobs in the state of Washington."	"pages that talk about jobs in the state of Washington, how to apply or salary ranges."	"pages that talk about general employment issues or about the city of Washington instead of the state."	clueweb09-en0005-47-00780	"united, ma, easier, time, org"	"nursing, wa, travel, tacoma, jobs"	2	clueweb09-en0007-01-40620	"blue, realnetworks, cross, premera, energy"	"wa, seattle, jobs, washington, employment"	2	clueweb09-en0009-13-18269	"healthcare, nursing, jobs, onward, washington"	"technologists, preferred, will, diem, profession"	1	clueweb09-en0007-48-12806	"estonia, real, madrid, brasil, maga"	"dc, service, search, washington, jobs"	2	clueweb09-en0011-57-25870	"island, se, terms, 888, thompson"	"jobs, therapy, nurse, vancouver, washington"	2
62	20584	"home remedies for Canker Sores (mouth ulcer)."	"pages that explain what canker sores are, how they develop, treatment, if they are contagious, etc."	"pages that just mention canker sores but do not provide useful information."	clueweb09-enwp00-06-20027	"oral, treatment, aphthous, ulcers, pmid"	"gnu, polski, shqip, 2009, disclaimers"	1	clueweb09-en0008-38-13205	"cure, ulcers, mouth, sore, remedies"	"terms, conditions, subscribe, diagnosis, medicanet"	1	clueweb09-en0004-78-20617	"herbal, acne, homeopathic, natural, remedies"	"beachdrifta, democraticmomcom, net, kade855, carolyn"	1	clueweb09-enwp00-17-19758	"portugu, license, suomi, 501, trademark"	"ulcers, edit, recurrent, aphthous, oral"	2	clueweb09-en0008-38-13335	"sores, remedies, pain, mouth, canker"	"english, yeast, subscribe, conditions, zits"	1
64	20916	"the Doughton Park."	"pages with the location of the park, history, pictures, etc."	"pages that simply mention the park but do not provide details."	clueweb09-enwp01-77-17291	"doughton, robert, north, carolina, representatives"	"2009, 501, documentation, 0631, details"	1	clueweb09-en0003-14-05512	"3540, 3198, toe, marion, gallery"	"crossing, road, ele, public, parking"	2	clueweb09-en0011-35-03831	"stota, females, mia, bob, peter"	"fountain, smilers, 15, runners, 13"	2	clueweb09-en0004-51-27956	"will, day, miles, parkway, night"	"bedford, hog, adventures, 250, visitor"	1	clueweb09-en0010-25-28203	"will, park, hike, november, trail"	"wide, 130, remote, wilderness, covering"	1
66	20690	"treatments for Receding Gum."	"pages that describe the disease, treatments and their cost, dentists that treat it."	"pages related to cosmetic treatments or that merely advertise products."	clueweb09-en0010-06-11543	"disease, treatment, gums, products, receding"	"pediatrician, evaluated, advice, tellafriend, reserved"	1	clueweb09-en0010-06-11546	"prevent, periodontal, gum, disease, isease"	"manufacturers, emails, representations, administration, website"	1	clueweb09-en0010-52-18626	"2007, informational, disclaimer, seek, 1997"	"dental, oral, teeth, receding, gums"	2	clueweb09-en0010-85-05104	"pogeypetey, buzz, prezvid, loves, bit"	"entireweb, hair, style, receding, hairline"	2	clueweb09-en0010-52-18627	"dental, teeth, form, receding, gums"	"front, designed, contact, updated, provider"	1
67	20780	"biography of Fighting Joe Wheeler."	"pages about General Joseph Wheeler's biography."	"pages that simply mention the General but do not elaborate."	clueweb09-en0011-80-13188	"amenities, webmaster, map, corporation, systems"	"course, shoals, golf, wheeler, wilson"	2	clueweb09-en0004-77-29558	"alabama, content, wheeler, war, spanishamerican"	"heroic, office, preventing, died, york"	1	clueweb09-en0001-53-28548	"n22367, mirek, rookie, bravojohnny, artterbury"	"crab, joes, trader, pizza, st"	2	clueweb09-enwp01-10-09563	"2009, 501, details, deutsch, ais"	"general, joseph, confederate, war, wheeler"	2	clueweb09-en0006-29-00181	"confederate, cavalry, army, union, stuart"	"accepted, volume, 021602, unconditional, article"	1
68	20766	"information on Prescription Diet Pills."	"pages that describe their names, cost, health insurance cost, how they work, side effects, etc."	"pages about diet pills without prescription."	clueweb09-en0010-28-29103	"diet, side, pills, prescription, weight"	"reserved, purpose, copyright, tips, going"	1	clueweb09-en0000-10-03753	"apple, cunter, comquicktime, upgrade, premium"	"pil, prescription, hoodia, pill, diet"	2	clueweb09-en0011-24-03717	"news, diet, health, pills, cohen"	"terms, resource, conditions, site, feeds"	1	clueweb09-en0000-93-37891	"buy, diet, prescription, pills, cheap"	"ookkeeping, onlinecom, al, ife, ght"	1	clueweb09-en0000-93-37894	"ntermine, 375mg, medications, ugar, best"	"cheap, diet, phentermine, pill, buy"	2
70	20584	"home remedies for Canker Sores (mouth ulcer)."	"pages that explain what canker sores are, how they develop, treatment, if they are contagious, etc."	"pages that just mention canker sores but do not provide useful information."	clueweb09-en0008-38-13190	"throat, sores, remedies, cure, canker"	"sign, subscribe, conditions, newsletter, additional"	1	clueweb09-en0007-99-37938	"canker, toothpastes, pain, help, sores"	"disclaimer, takes, responsibility, injury, dulls"	1	clueweb09-en0003-87-22911	"mou, relieve, count, inability, treatme"	"sore, articles, mouth, remedies, pictures"	2	clueweb09-en0009-50-41163	"green, herb, tea, canker, sores"	"terms, mother, evaluated, prices, drug"	1	clueweb09-en0008-09-17349	"contact, completeness, warrant, rights, bikes"	"canker, herbs, sores, ulcer, remedy"	2
71	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0003-51-19313	"11475660800934, comtrans, incredible, comtransindex13, time"	"english, spanish, tranlator, translator, german"	2	clueweb09-en0001-86-29206	"crossword, heritage, cantonese, tagalog, kids"	"english, translation, german, arabic, group"	2	clueweb09-en0007-33-25392	"language, german, english, offering, translation"	"sitemap, senden, kunden, involving, er"	1	clueweb09-en0003-51-19329	"minute, trial, translationexperts, translationinfonet, 2003"	"text, english, language, spanish, translation"	2	clueweb09-en0008-47-08381	"manual, english, translation, german, technical"	"hong, wales, global, huston, frg"	1
72	20694	"information about Squamous Cell Carcinomas."	"pages that describe the causes of the disease, symptoms, treatments, other types of carcinoma, etc."	"pages that only mention the disease or provide photographs."	clueweb09-enwp00-20-21843	"scc, carcinoma, edit, cell, squamous"	"privacy, taxdeductible, deutsch, trademark, modified"	1	clueweb09-en0002-75-25706	"laryngeal, squamous, diagnosis, sinus, diseases"	"carcinoma, diseases, pyriform, squamous, larynx"	2	clueweb09-enwp00-26-21538	"carcinoma, cancer, edit, squamous, cell"	"24, gnu, copyrights, license, polski"	1	clueweb09-en0002-90-00435	"16, excision, spanish, german, oma"	"cancer, carcinoma, dictionary, cell, treatments"	2	clueweb09-enwp00-78-04323	"text, copyrights, 501, 29, taxdeductible"	"carcinoma, cell, skin, squamous, cancer"	2
73	20542	"information on how the Fly Pentop Computer works."	"pages that explain how it works and what it is used for."	"pages that merely mention the pen."	clueweb09-en0008-90-04089	"works, owners, respective, reserved, kit"	"select, fusion, fly, guide, pentop"	2	clueweb09-en0007-65-09928	"200, articles, flying, theft, rat"	"privacy, printable, january, random, andreas"	1	clueweb09-en0009-18-17674	"fjords01, 17, 19, 31, 23"	"work, business, moms, stay, mothers"	2	clueweb09-en0011-65-35826	"kids, computer, web, technology, typing"	"explains, maintained, publish, webpics, lissa"	1	clueweb09-en0009-19-32089	"2007, posted, computer, technology, pen"	"25, canada, bring, msn, creative"	1
74	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0007-22-15212	"levels, ph, fish, aquarium, alkaline"	"ecourse, policy, temperature, concrete, types"	1	clueweb09-en0008-63-34082	"farm, fall, pumps, rain, diversity"	"ph, water, acidic, change, level"	2	clueweb09-en0007-44-33119	"acidic, calcium, alkaline, ph, body"	"enclosed, cure, hormone, kinds, term"	1	clueweb09-en0007-55-08134	"foods, body, ph, levels, acid"	"2006, condition, diagnosis, informational, applicability"	1	clueweb09-en0011-63-13904	"beef, yogurt, shellfish, pork, cold"	"balance, body, terrain, ph, acid"	2
100	20696	"information about Supernova Stars."	"pages that explain what they are, their causes, power, what elements they create, etc."	"pages that simply talk about supernovas but do not provide any useful information."	clueweb09-en0000-25-05400	"full, bsides, wild, brothers, proceed"	"artists, download, rock, supernova, star"	2	clueweb09-en0000-80-13777	"supernova, nova, 14, lecture, interstellar"	"observations, change, binary, distinguish, list"	1	clueweb09-en0000-97-30053	"sn1988s, sn1997bq, 30, 3147, survey"	"extra, image, supernovae, ngc, stars"	2	clueweb09-en0001-00-02137	"atom, tribute, easy, bomb, christianity"	"national, 2009t, hubble, supernova, universo"	2	clueweb09-en0001-05-08527	"canadian, video, fiction, stars, game"	"december, toilets, daughter, yielded, 14th"	1
102	20696	"information about Supernova Stars."	"pages that explain what they are, their causes, power, what elements they create, etc."	"pages that simply talk about supernovas but do not provide any useful information."	clueweb09-en0001-20-08707	"remnants, chandra, resources, images, glossary"	"revised, harvardsmithsonian, phone, operated, nas803060"	1	clueweb09-en0001-48-05124	"mouth, vidsvidsvids, commercials, gay, bitches"	"star, cartoon, war, porn, free"	2	clueweb09-en0001-61-23290	"link, supernova, star, click, galaxy"	"terms, advice, lex, partner, box"	1	clueweb09-en0001-90-17480	"games, roleplaying, science, directory, stars"	"cod, pex, 2009, links, scenarios"	1	clueweb09-en0002-15-09619	"stars, planets, 2006jc, supernova, special"	"list, jumk, 04052007, german, webprojects"	1
